Title,Company,Description,ContractType,Skills
NODE.JS Developer,Data Masters,Provide technical expertise in data analysis and business intelligence.,Stage,GCP - React - Keras
Data Analyst,Tech Innovators,Provide technical expertise in data analysis and business intelligence.,Stage,AWS - Tableau - Numpy - Kubernetes - JavaScript
Data Scientist,Big Data Services,Design and maintain data architectures and pipelines for large scale data processing.,Stage,Python - Pig - Oracle
REACT Developer,AMENTYS,Collaborate with stakeholders to implement data-driven strategies.,Stage,Java - R - Numpy - Hive - Azure
Data Analyst,Cloud Innovators,Develop and deploy machine learning algorithms to solve complex problems.,CDD,Spark - React - Data Visualization - Data Governance - Kubernetes
Data Governance Lead,AI Pioneers,Design and maintain data architectures and pipelines for large scale data processing.,CDD,Docker - Keras - Deep Learning - Data Visualization
AZURE Solutions Architect,Machine Learning Labs,Responsible for analyzing complex datasets to derive meaningful insights.,Statutaire,Numpy - Node.js - Big Data
QA Tester,Future Data,Leading the development of machine learning models to optimize business processes.,Statutaire,Big Data - Numpy - Power BI - Data Visualization - R
Cloud System Integrator,Machine Learning Labs,Develop scalable and secure cloud-based data solutions.,Stage,Deep Learning - React - Node.js - Data Governance
Data Analyst,DataCorp,Leading the development of machine learning models to optimize business processes.,CDD,SQL Server - Pig - Data Architecture
REACT Developer,Data Engineers United,Collaborate with stakeholders to implement data-driven strategies.,CDI,Cloud Computing - Hive - Scikit-learn - TensorFlow
Développeur Python,Data Analytics Co.,Collaborate with stakeholders to implement data-driven strategies.,CDD,AWS - Azure - R - Java - Scikit-learn
AI Specialist,Data Engineers United,Implement data governance frameworks and ensure compliance with data regulations.,CDD,Python - Data Governance - Deep Learning - Scikit-learn - Cloud Computing
Data Architect,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Provide technical expertise in data analysis and business intelligence.,Stage,Pandas - Kubernetes - Numpy
PHP Developer,AFRICASHORE,Provide technical expertise in data analysis and business intelligence.,Stage,R - Power BI - Deep Learning - SQL Server - Data Mining
REACT Developer,AFRICASHORE,Responsible for analyzing complex datasets to derive meaningful insights.,Stage,Data Architecture - Cloud Computing - Big Data - Scikit-learn - TensorFlow
AWS Cloud Architect,Tech Innovators,Develop scalable and secure cloud-based data solutions.,CDD,Kubernetes - Scikit-learn - SQL - Spark
Business Intelligence Analyst,Future Data,Collaborate with stakeholders to implement data-driven strategies.,Freelance,Data Architecture - TensorFlow - Tableau - Cloud Computing - Keras
Database Administrator,AFRICASHORE,Implement data governance frameworks and ensure compliance with data regulations.,Freelance,Data Architecture - Data Mining - Spark - Kubernetes
Cyber Security Engineer,Data Analytics Co.,Implement data governance frameworks and ensure compliance with data regulations.,Freelance,Docker - Machine Learning - Business Intelligence - Data Governance - Pandas
JAVASCRIPT Developer,Big Data Services,Manage data warehouses and optimize query performance.,CDI,JavaScript - AWS - React - Docker
Sales Manager,AI Pioneers,Implement data governance frameworks and ensure compliance with data regulations.,Statutaire,Pig - Pandas - GCP
Cloud System Administrator,Data Driven,Design and maintain data architectures and pipelines for large scale data processing.,Statutaire,Java - Node.js - Python
SWIFT Developer,Tech Solutions,Manage data warehouses and optimize query performance.,Stage,Big Data - Node.js - GCP - Tableau
Machine Learning Engineer,Big Data Services,Implement data governance frameworks and ensure compliance with data regulations.,Statutaire,Numpy - Pandas - Spark
Machine Learning Engineer,Cloud Innovators,Design and maintain data architectures and pipelines for large scale data processing.,CDI,React - Deep Learning - Tableau
Cloud System Administrator,Future Data,Develop scalable and secure cloud-based data solutions.,Stage,Deep Learning - Java - Pig - Data Governance - Data Architecture
REACT Developer,Data Masters,Collaborate with stakeholders to implement data-driven strategies.,Statutaire,Azure - Big Data - SQL - R - Data Visualization
Machine Learning Engineer,HRS HOSPITALITY & RETAIL SYSTEMS,Manage data warehouses and optimize query performance.,CDI,Tableau - Hive - R
Business Intelligence Analyst,Data Masters,Manage data warehouses and optimize query performance.,Freelance,Pandas - Numpy - Azure - Scikit-learn - Pig
Cloud Engineer,Machine Learning Labs,Responsible for analyzing complex datasets to derive meaningful insights.,CDI,Kubernetes - Java - Python - Spark
Database Administrator,Data Engineers United,Develop and deploy machine learning algorithms to solve complex problems.,Statutaire,Kubernetes - JavaScript - Numpy - R
Data Consultant,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Leading the development of machine learning models to optimize business processes.,Freelance,Scikit-learn - Python - Data Mining - Business Intelligence
JAVASCRIPT Developer,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Implement data governance frameworks and ensure compliance with data regulations.,Freelance,JavaScript - Power BI - Data Architecture - Kubernetes - Pandas
Cyber Security Engineer,AI Pioneers,Implement data governance frameworks and ensure compliance with data regulations.,Statutaire,Numpy - Node.js - Data Visualization - R - Docker
Chef de Département,Tech Innovators,Provide technical expertise in data analysis and business intelligence.,CDD,Oracle - Tableau - TensorFlow
Data Scientist,Cloud Innovators,Develop scalable and secure cloud-based data solutions.,Statutaire,AWS - Pandas - Business Intelligence - Deep Learning - Spark
AWS Cloud Architect,Cloud Innovators,Manage data warehouses and optimize query performance.,Stage,SQL Server - Spark - Oracle
PHP Developer,Tech Solutions,Manage data warehouses and optimize query performance.,CDI,SQL - Hadoop - Data Architecture - Java - Oracle
Big Data Engineer,Data Analytics Co.,Design and maintain data architectures and pipelines for large scale data processing.,Stage,Tableau - Node.js - Azure - Hive
AI Specialist,Data Masters,Develop scalable and secure cloud-based data solutions.,Freelance,JavaScript - SQL - Data Architecture - Deep Learning
Consultant SAP,HRS HOSPITALITY & RETAIL SYSTEMS,Provide technical expertise in data analysis and business intelligence.,Statutaire,Pig - SQL - Data Mining
Cloud System Integrator,DataCorp,Responsible for analyzing complex datasets to derive meaningful insights.,Statutaire,Pig - Data Visualization - Spark
SWIFT Developer,AI Pioneers,Provide technical expertise in data analysis and business intelligence.,Freelance,Machine Learning - Big Data - Docker - Numpy
Cyber Security Engineer,Future Data,Collaborate with stakeholders to implement data-driven strategies.,CDI,Data Mining - Scikit-learn - Data Architecture - R - Kubernetes
Cloud System Integrator,Future Data,Work on data integration and ETL processes to ensure data quality.,Stage,Numpy - TensorFlow - Pandas - R
Chef de Département,AFRICASHORE,Develop scalable and secure cloud-based data solutions.,CDI,Machine Learning - Numpy - SQL Server
Machine Learning Engineer,DataCorp,Provide technical expertise in data analysis and business intelligence.,CDI,SQL Server - Oracle - Pig
Data Architect,Big Data Services,Manage data warehouses and optimize query performance.,CDD,Numpy - Data Governance - Hadoop
Cyber Security Engineer,HRS HOSPITALITY & RETAIL SYSTEMS,Work on data integration and ETL processes to ensure data quality.,Freelance,Kubernetes - Docker - Pandas - React
Network Architect,Data Masters,Develop scalable and secure cloud-based data solutions.,CDI,Spark - SQL Server - Numpy - Pig - TensorFlow
Big Data Engineer,HRS HOSPITALITY & RETAIL SYSTEMS,Develop scalable and secure cloud-based data solutions.,Stage,Machine Learning - Spark - Node.js - Data Visualization
Chef de Département,Cloud Innovators,Responsible for analyzing complex datasets to derive meaningful insights.,Stage,Data Mining - Java - Oracle - Data Architecture - Cloud Computing
AI Specialist,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Collaborate with stakeholders to implement data-driven strategies.,Statutaire,Pandas - Big Data - R - Hadoop - Power BI
Cloud System Integrator,AMENTYS,Implement data governance frameworks and ensure compliance with data regulations.,Stage,Pig - SQL Server - Business Intelligence - Power BI
Cyber Security Engineer,Tech Solutions,Work on data integration and ETL processes to ensure data quality.,Stage,Java - React - Pandas - GCP - Data Governance
Data Consultant,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Design and maintain data architectures and pipelines for large scale data processing.,Stage,JavaScript - Data Mining - Kubernetes - Deep Learning
Data Engineer,Data Engineers United,Collaborate with stakeholders to implement data-driven strategies.,CDD,SQL Server - Power BI - Cloud Computing - Big Data
Network Architect,Machine Learning Labs,Develop scalable and secure cloud-based data solutions.,Freelance,Data Mining - Spark - Docker
Machine Learning Engineer,Data Analytics Co.,Develop and deploy machine learning algorithms to solve complex problems.,Statutaire,Tableau - JavaScript - Big Data
Data Scientist,Tech Solutions,Work on data integration and ETL processes to ensure data quality.,CDD,Machine Learning - Java - SQL
Data Governance Lead,Tech Innovators,Design and maintain data architectures and pipelines for large scale data processing.,CDI,Spark - Power BI - Azure - Hadoop - Cloud Computing
Sales Manager,Tech Innovators,Responsible for analyzing complex datasets to derive meaningful insights.,Freelance,React - Spark - Azure - Data Mining - NoSQL
Sales Manager,AFRICASHORE,Provide technical expertise in data analysis and business intelligence.,CDD,Numpy - Azure - Big Data
Data Engineer,Data Masters,Design and maintain data architectures and pipelines for large scale data processing.,CDI,Pig - Docker - Data Mining
Cloud Engineer,AFRICASHORE,Collaborate with stakeholders to implement data-driven strategies.,Freelance,Big Data - Pig - Pandas
AI Specialist,Cloud Innovators,Design and maintain data architectures and pipelines for large scale data processing.,Freelance,Pandas - Data Architecture - Data Mining
Cloud Engineer,DataCorp,Develop and deploy machine learning algorithms to solve complex problems.,CDD,Big Data - Hive - Data Mining
Machine Learning Engineer,Cloud Innovators,Implement data governance frameworks and ensure compliance with data regulations.,Stage,Hive - Data Visualization - Big Data - Oracle - Deep Learning
AWS Cloud Architect,Data Analytics Co.,Collaborate with stakeholders to implement data-driven strategies.,Statutaire,R - NoSQL - Scikit-learn - Business Intelligence
AWS Cloud Architect,Big Data Services,Manage data warehouses and optimize query performance.,CDI,React - Cloud Computing - Deep Learning - Docker - Scikit-learn
Database Administrator,Big Data Services,Manage data warehouses and optimize query performance.,Freelance,Python - Java - JavaScript - Numpy
PHP Developer,Data Driven,Implement data governance frameworks and ensure compliance with data regulations.,Statutaire,Power BI - TensorFlow - Python
